종목코드,종목명,언론사URL,작성일자,제목,기사부분,네이버링크,카테고리
003550,LG,isplus.com,2024-03-18 12:22:00,"LG전자, 한 손에 들어오는 'LG 시네빔 큐브' 출시",LG전자는 프리미엄 4K 프로젝터 'LG 시네빔 큐브'를 출시한다고 18일 밝혔다. 신제품은 한 손에 잡히는 초소형 사이즈다. 가정용 미니 각 티슈와 비슷한 크기에 무게는 1.49㎏에 불과하다. 4K UHD 해상도∙최대 120형의... ,https://n.news.naver.com/mnews/article/241/0003336776?sid=105,신제품출시
003550,LG,www.news1.kr,2024-03-18 08:26:00,"LG화학, 턱밑 지방 개선 주사제 ‘벨라콜린’ 출시","LG화학(051910)은 18일 턱밑 지방 개선 의약품 시장에 진출하며 자체 생산 제품 ‘벨라콜린’(성분명... LG화학은 ‘또렷한 턱선, 자신만의 아름다움 재발견’이라는 스토리를 브랜드명에 담아냈다. 벨라콜린은 성인... ",https://n.news.naver.com/mnews/article/421/0007417195?sid=103,신약개발
034730,SK,news.tf.co.kr,2024-03-17 12:02:00,"M&A 시장 축소에도… SK그룹, 2년 연속 기업결합 '최다'","SK ""인허가, 벨류체인 통합 과정서 비계열사 기업결합 증가"" 지난해 SK그룹이 국내 최다 M&A(기업결합)를 진행한 것으로 나타났다. M&A 시장 축소에도 비계열사 기업결합이 오히려 늘었다. 지난 2022년부터 고금리와... ",https://n.news.naver.com/mnews/article/629/0000274073?sid=101,인수합병
034730,SK,www.yna.co.kr,2024-03-18 08:52:00,"SK브로드밴드, 2030세대 겨냥 다이렉트 요금제 정식 출시",SK브로드밴드는 20·30대를 겨냥해 출시한 '2030 다이렉트 요금제'가 호평받고 있어 정식 요금제로 출시했다고 18일 밝혔다. 이 요금제는 만 18세부터 39세까지 고객이 SK브로드밴드 홈페이지 B다이렉트샵이나 106... ,https://n.news.naver.com/mnews/article/001/0014569402?sid=105,신제품출시
028300,HLB,www.topdaily.kr,2024-03-18 16:16:00,"HLB, 간암신약 상용화 준비 '잰걸음'",공유 HLB이 표적항암치료제 물질 '리보세라닙'에 대한 장밋빛 미래를 그리고 있다. 미국 식품의약국(FDA)발 간암 신약 허가 승인을 앞둔 가운데 진양곤 HLB그룹 회장까지 직접 성공을 강조하고 나섰다. HLB그룹은 허가... ,https://www.topdaily.kr/articles/96803,신약개발
011200,HMM,www.fntimes.com,2024-03-18 17:08:00,"""BDI 두달만에 1066p 상승""...'HMM인수 무산'이어 팬오션 호재 기대",팬오션은 지난해 코로나19 특수 효과 소멸과 하림그룹의 HMM인수를 위한 유상증자 소식에 하락세가 지속됐다. 그러나 지난달 HMM 인수가 결렬되면서 우려를 사온 유상증자 리스크 가 소멸되자 팬오션의 주가는... ,http://www.fntimes.com/html/view.php?ud=202403181644095213f2c09cdf82_18,인수합병
009150,삼성전기,dealsite.co.kr,2024-03-17 09:06:00,"삼성전기 ""연내 전장용 카메라 신제품 양산""",최종 목표는 로봇 등 미래 모빌리티용 카메라모듈 제조사 삼성전기가 연내 전천후(Weather Proof) 전장용 카메라모듈 양산에 나선다. 전사적인 전장 부품 강화 흐름에 광학솔루션사업부도 동참한 것. 삼성전기는 스마트폰용... ,https://dealsite.co.kr/articles/119630,신제품출시
030200,KT,zdnet.co.kr,2024-03-17 09:35:00,"KT, 30만원대 '갤럭시 A15 LTE' 출시","KT가 18일부터 30만원대 가격의 스마트폰 ‘갤럭시 A15 LTE’를 전국 KT매장, 공식 온라인몰 KT닷컴을 통해 출시한다고 17일 밝혔다. 갤럭시 A15 LTE는 6.5형 대화면 FHD+ 90Hz Super AMOLED디스플레이, 5천만 화소 후면 트리플... ",https://n.news.naver.com/mnews/article/092/0002324721?sid=105,신제품출시
090430,아모레퍼시픽,www.newspim.com,2024-03-18 16:22:00,"아모레퍼시픽 라네즈, '바운시 앤 펌 슬리핑 마스크' 출시",아모레퍼시픽이 전개하는 뷰티 브랜드 라네즈가 '바운시 앤 펌 슬리핑 마스크'를 출시한다고 18일 밝혔다. 신제품 출시를 기념해 브랜드 앰버서더 시드니 스위니와 함께하는 글로벌 캠페인도 진행한다. '슬리핑... ,https://www.newspim.com/news/view/20240318000923,신제품출시
161390,한국타이어앤테크놀로지,www.mk.co.kr,2024-03-17 18:03:00,“전기차 타이어 판매 2배로”…금호타이어 ‘이노뷔’ 출시,금호타이어가 한국타이어앤테크놀로지가 선점하고 있는 전기차 전용 타이어 사업에 도전장을 냈다. 2022년 흑자 전환에 성공하고 지난해 사상 최대 실적을 기록한 금호타이어는 높은 기술력이 필요한 전기차 전용... ,https://n.news.naver.com/mnews/article/009/0005273608?sid=103,신제품출시
000100,유한양행,www.dailymedi.com,2024-03-18 05:58:00,MASH 신약 각축전···한미·동아·유한양행 주목,"당장 현재 국내에서 관련 제품 임상을 진행 중인 제약사는 한미약품, 동아에스티, 유한양행 등이다.... 유한양행은 ‘YH25724(GLP-1/FGF21)’의 임상 1b상을 진행하고 있다. 비만 및 MASH 치료제 YH25724 연구 시작일은... ",https://www.dailymedi.com/news/news_view.php?wr_id=909603,신약개발
267250,HD현대,www.theguru.co.kr,2024-03-18 11:20:00,'효성·HD현대 참여' 英 노스요크셔 '6800억원' 고전압 전력망 사업 승인,英 에너지안보·넷제로부서 개발동의명령(DCO) 승인 내셔널그리드 주도…효성·HD현대 변압기 활용  영국 전력망 운영사 내셔널그리드가 추진하는 '4억 파운드(약 6800억원)' 규모 노스요크셔주 전력망 구축... ,https://www.theguru.co.kr/news/article.html?no=68158,인수합병
267260,HD현대일렉트릭,www.theguru.co.kr,2024-03-18 11:20:00,'효성·HD현대 참여' 英 노스요크셔 '6800억원' 고전압 전력망 사업 승인,효성중공업과 HD현대일렉트릭은 변압기를 본격 공급해 유럽에서 존재감을 확인한다. 18일 내셔널그리드에 따르면 이 회사는 지난 14일(현지시간) 영국 에너지안보·넷제로부로부터 요크셔 그린(Yorkshire GREEN)... ,https://www.theguru.co.kr/news/article.html?no=68158,인수합병
051900,LG생활건강,www.inews365.com,2024-03-17 14:48:00,"LG생활건강, '비욘드 땡스에디션' 5종 출시",［충북일보］ LG생활건강은 스킨 릴리프 뷰티 브랜드 비욘드에서 비동물성 원료를 사용하고 한국비건인증원에서 비건 인증을 획득한 '땡스에디션(Thanks Edition)' 5종(사진)을 출시했다고 17일 밝혔다. 땡스에디션은... ,https://www.inews365.com/news/article.html?no=805768,신제품출시
078930,GS,www.lawissue.co.kr,2024-03-18 13:38:00,"GS샵, ‘라플리’, ‘피카딜리’ 출시","GS샵은 TV홈쇼핑을 통해 3월 21일(목) 오전 8시에 플리츠(Pleats) 브랜드 ‘라플리(LAPLI)’를 론칭한다. 이어 4월 중으로 컴포트 슈즈 브랜드 ‘피카딜리(PICCADILLY)’도 방송으로 선보인다. GS샵 관계자는 ""이번에 선보이는 두... ",http://www.lawissue.co.kr/view.php?ud=202403181334546812204ead0791_12,신제품출시
097950,CJ제일제당,www.yna.co.kr,2024-03-18 11:35:00,"CJ제일제당, '고메 소바바치킨' 양념맛 출시",지난해 출시 8개월 만에 매출 500억원을 돌파하며 냉동치킨 시장 판도를 뒤흔든 CJ제일제당의 '고메 소바바치킨'이 이번에 양념치킨 신제품을 선보인다. CJ제일제당은 '고메 소바바치킨 양념' 2종(순살·봉)을 출시한다고... ,https://n.news.naver.com/mnews/article/001/0014570223?sid=101,신제품출시
128940,한미약품,www.nbnews.kr,2024-03-18 15:13:00,"한미약품, 美암연구학회서 'p53-mRNA 항암 신약' 연구결과 등 10건 발표",내달 5~10일 미국 샌디에이고에서 열리는 AACR 2024에서 발표될 한미약품 주요 연구 포스터 초록 소개. [사진 한미약품] 한미사이언스는 한미약품이 내달 5~10일 미국 샌디에이고에서 열리는 '미국암연구학회... ,https://www.nbnews.kr/news/articleView.html?idxno=89295,신약개발
001040,CJ,www.yna.co.kr,2024-03-18 11:35:00,"CJ제일제당, '고메 소바바치킨' 양념맛 출시",지난해 출시 8개월 만에 매출 500억원을 돌파하며 냉동치킨 시장 판도를 뒤흔든 CJ제일제당의 '고메 소바바치킨'이 이번에 양념치킨 신제품을 선보인다. CJ제일제당은 '고메 소바바치킨 양념' 2종(순살·봉)을 출시한다고... ,https://n.news.naver.com/mnews/article/001/0014570223?sid=101,신제품출시
008930,한미사이언스,www.kdfnews.com,2024-03-18 14:48:00,"한미, 美 AACR서 업계 최다 연구과제 발표...""신약개발 없으면 죽은 기업""",한미그룹 한미사이언스(이하 한미그룹)는 한미약품이 내달 5일부터 10일까지 미국 샌디에이고에서 열리는 '미국암연구학회(AACR 2024)'에 참가해 10개의 신규 연구과제를 공개한다고 18일 밝혔다. 공개 연구... ,http://www.kdfnews.com/news/articleView.html?idxno=128786,신약개발
112040,위메이드,www.techm.kr,2024-03-18 15:06:00,'나이트 크로우 글로벌' 출시 1주일...위메이드 주가·위믹스 가격 상승세 전...,위메이드 주가 / 사진=네이버파이낸셜 지난주 장현국 위메이드 대표 사임 이후 급락했던 위메이드 주가와 가상자산 위믹스 가격이 반등에 성공했다. 블록체인 게임 '나이트 크로우 글로벌'의 지속적인 성장세와... ,https://www.techm.kr/news/articleView.html?idxno=121745,신제품출시
028670,팬오션,www.fntimes.com,2024-03-18 17:08:00,"""BDI 두달만에 1066p 상승""...'HMM인수 무산'이어 팬오션 호재 기대","최근 벌크선 운임 지수인 발틱 운임지수(BDI, Baltic Dry Index)가 상승세를 맞으면서 벌크선 위주 선사인 팬오션의 주가 상승이 기대된다. 팬오션은 지난해 코로나19 특수 효과 소멸과 하림그룹의 HMM인수를 위한... ",http://www.fntimes.com/html/view.php?ud=202403181644095213f2c09cdf82_18,인수합병
282330,BGF리테일,www.businesspost.co.kr,2024-03-17 14:04:00,"CU 1500원짜리 막걸리 출시, 국내산 알밤 발효시킨 ‘밤값막걸리’ 선보여",CU를 운영하는 BGF리테일은 20일 초저가 '밤값막걸리'(750㎖/1500원)를 출시한다고 17일 밝혔다. CU를 운영하는 BGF리테일이 초저가 '밤값막걸리'(750㎖/1500원)를 출시한다. < BGF리테일 > BGF리테일은 NB(제조업체... ,https://www.businesspost.co.kr/BP?command=article_view&num=345830,신제품출시
067630,HLB생명과학,www.topdaily.kr,2024-03-18 16:16:00,"HLB, 간암신약 상용화 준비 '잰걸음'","이에 더해 HLB제약, HLB생명과학은 CG인바이츠와 국내 상업화를 감안한 계약까지 체결했다. 미국 FDA로부터 간암신약에 대한 신약허가를 받은 이후 국내 품목허가 등을 추진하겠다는 로드맵을 구상한 셈이다. 이들은... ",https://www.topdaily.kr/articles/96803,신약개발
139480,이마트,www.dt.co.kr,2024-03-17 12:10:00,"이마트24, 봄 제철 식재료 활용한 간편식 출시",이마트24는 봄철 주꾸미와 대표적인 봄 나물인 봄동으로 구성된 '봄동주꾸미 비빔밥'을 판매한다고 17일... 이마트24가 서울 낮 최고기온이 10도를 웃돌았던 이달 10일부터 14일까지 주요 상품 매출을 분석한 결과... ,https://n.news.naver.com/mnews/article/029/0002861446?sid=101,신제품출시
328130,루닛,www.thebell.co.kr,2024-03-18 09:02:00,"[더벨]루닛, '볼파라 인수대금 마련' 메자닌 한도 1조로 확대","루닛이 메자닌 발행 한도를 1조원으로 늘린다. 의료AI 기업 볼파라 인수가 막바지 단계에 접어든 상황에서... ◇인수금 납입 전 자금 조달 여력 마련, 상장 후 첫 메자닌 발행 가능성 루닛은 오는 29일 정기주주총회를... ",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202403141822279840101920,인수합병
073240,금호타이어,www.yna.co.kr,2024-03-17 21:10:00,금호타이어 '이노뷔' 출시,금호타이어는 자사의 두 번째 전기차 전용 타이어 '이노뷔'(EnnoV)를 출시한다고 17일 밝혔다. 이노뷔는 '전기'를 뜻하는 일렉트릭(Electric)과 '혁신'을 뜻하는 이노베이션(Innovation)을 결합한 단어다. 사진은... ,https://n.news.naver.com/mnews/article/001/0014569109?sid=101,신제품출시
004170,신세계,www.yna.co.kr,2024-03-18 06:00:00,백화점 VIP를 미식의 세계로…신세계-미쉐린가이드 첫 파트너십,신세계백화점은 120년 전통의 세계적인 미식 안내서 미쉐린가이드와 공식 파트너십을 맺고 올해부터 2년간... 국내 백화점 중에서 미쉐린 가이드와 파트너십을 맺은 것은 신세계가 유일하다. 신세계는 이번 협업이 자사... ,https://n.news.naver.com/mnews/article/001/0014569230?sid=101,파트너쉽
003620,KG모빌리티,biz.chosun.com,2024-03-18 16:42:00,"‘쌍용차 인수 실패’ 스마트솔루션즈, 계약금 반환 소송 패소",쌍용자동차(KG모빌리티) 인수전에 참여했던 스마트솔루션즈(옛 에디슨EV)가 계약금을 반환해달라며 소송을 제기했으나 패소했다. 18일 법조계에 따르면 서울중앙지법 민사합의21부는 지난 1월 25일 스마트솔루션이... ,https://n.news.naver.com/mnews/article/366/0000978804?sid=102,인수합병
003620,KG모빌리티,daily.hankooki.com,2024-03-18 17:42:00,2~3천만원대 전기차 출시 전망...'카플레이션'에 단비?,KG모빌리티 토레스 EVX. 사진=안효문 기자 '카플레이션(자동차 + 인플레이션)'이란 신조어가 등장할 정도로 자동차 가격이 천정부지로 치솟고 있다. 이에 국내 완성차 제조사들은 올해 보조금을 감안하면 3000만원대... ,https://daily.hankooki.com/news/articleView.html?idxno=1063423,신제품출시
000080,하이트진로,www.wsobi.com,2024-03-18 13:42:00,하이트진로 '진로골드' 출시,하이트진로는 신제품 '진로골드'를 선보인다고 15일 밝혔다. 과당을 사용하지 않은 '제로슈거' 소주로 쌀 100% 증류원액을 첨가했다. 15.5도로 개발했다. 하이트진로는 새로운 '골드 두꺼비' 캐릭터를 활용해 마케팅... ,http://www.wsobi.com/news/articleView.html?idxno=234160,신제품출시
069620,대웅제약,www.etnews.com,2024-03-18 10:00:00,"대웅제약, 건기식 브랜드 '닥터베어' 출시",대웅제약은 건강기능식품 브랜드 '닥터베어(Dr.Bear)'를 출시했다고 18일 밝혔다. '닥터베어'는 곰을 뜻하는 영단어 'BEAR'의 각 알파벳을 따서 고객과의 4가지 약속을 담았다. △기본에 충실한 제품(Basic) △전문... ,https://n.news.naver.com/mnews/article/030/0003189812?sid=102,신제품출시
003090,대웅,www.etnews.com,2024-03-18 10:00:00,"대웅제약, 건기식 브랜드 '닥터베어' 출시",대웅제약은 건강기능식품 브랜드 '닥터베어(Dr.Bear)'를 출시했다고 18일 밝혔다. '닥터베어'는 곰을... 대웅제약 닥터베어는 '닥터베어 EX(Expert)'와 '닥터베어 RX(Prescription)' 두 제품군으로 출시했다. '닥터베어 EX'는... ,https://n.news.naver.com/mnews/article/030/0003189812?sid=102,신제품출시
039130,하나투어,www.yna.co.kr,2024-03-18 09:32:00,"'자유여행 강화'…하나투어, 선택형 결합상품 '내맘대로' 출시","하나투어는 고객이 직접 항공, 호텔 조건을 선택하는 고객 선택형 결합상품 '내맘대로'를 지난 14일 선보였다고 18일 밝혔다. 자유여행객들은 항공, 호텔, 현지투어 예약을 위해 각 업체 또는 플랫폼에서 예약하는 과정을... ",https://n.news.naver.com/mnews/article/001/0014569549?sid=103,신제품출시
086900,메디톡스,www.ntoday.co.kr,2024-03-18 16:08:00,LG화학 '턱밑 지방 개선 주사제' 출시…시장 경쟁 초읽기,현재 대웅제약의 브이올렛이 해당 시장을 선점하고 있는 가운데 LG화학을 시작으로 메디톡스도 연내 진출을... LG화학의 다음 타자로 메디톡스가 시장 진입을 준비하고 있다. 메디톡스는 지난해 12월 식약처에 중등증... ,https://www.ntoday.co.kr/news/articleView.html?idxno=104121,신제품출시
047920,HLB제약,www.topdaily.kr,2024-03-18 16:16:00,"HLB, 간암신약 상용화 준비 '잰걸음'","이에 더해 HLB제약, HLB생명과학은 CG인바이츠와 국내 상업화를 감안한 계약까지 체결했다. 미국 FDA로부터 간암신약에 대한 신약허가를 받은 이후 국내 품목허가 등을 추진하겠다는 로드맵을 구상한 셈이다. 이들은... ",https://www.topdaily.kr/articles/96803,신약개발
089590,제주항공,www.viva100.com,2024-03-18 06:48:00,제주항공이 아시아나 화물 인수 '멈칫 멈칫'하는 까닭,제주항공이 아시아나 화물 인수 '멈칫 멈칫'하는 까닭 아시아나항공 화물사업부 적격인수 후보에 선정된 4개 항공사(제주항공·이스타항공·에어프레미아·에어인천)의 실사가 시작된 가운데 제주항공의 인수 자금... ,https://www.viva100.com/main/view.php?key=20240317010005126,인수합병
115450,HLB테라퓨틱스,www.topdaily.kr,2024-03-18 16:16:00,"HLB, 간암신약 상용화 준비 '잰걸음'","리보세라닙은 HLB 미국 자회사인 엘레바 테라퓨틱스가 개발중인 표적항암치료제다. 간암과 위암, 선낭암 등을 적응증으로 두고 있다. FDA는 리보세라닙을 간암 1차 치료제로 ‘신약허가’하기 위한 본심사를 진행... ",https://www.topdaily.kr/articles/96803,신약개발
079160,CJ CGV,www.newstomato.com,2024-03-18 12:02:00,CJ올리브네트웍스 감평 승인 '하세월'에도 허민회 대표 재선임 유력,뉴스토마토 = 신상민 기자 | CJ올리브네트웍스 감정평가 보고서에 대한 법원의 판단이 5개월째 미뤄지면서 CJ CGV(079160)의 속이 타고 있습니다. CGV는 작년 유상증자를 진행하면서 CJ올리브네트웍스 현물 출자 가능... ,http://www.newstomato.com/ReadNews.aspx?no=1223380&inflow=N,규제승인
310210,보로노이,news.mt.co.kr,2024-03-18 16:10:00,"보로노이, 폐암신약 후보 나란히 임상 순항…선순환에 기대감 동반 상승",보로노이의 비소세포폐암 신약 파이프라인이 잇따라 임상 본궤도에 진입하면서 신약개발 성공에 대한... 18일 보로노이에 따르면 이 회사는 비소세포폐암(NSCLC) 치료제 후보물질 'VRN11'의 임상 1상 환자 투약을 앞두고... ,https://n.news.naver.com/mnews/article/008/0005013324?sid=101,신약개발
053800,안랩,www.ddaily.co.kr,2024-03-18 14:42:00,[주간 클라우드 동향/3월③] 안랩이 클라우드 네이티브 기업을 인수했다?,"국내 보안기업 안랩이 새로운 성장동력 확보를 위해 클라우드 네이티브 기업 인수를 발표했습니다. 안랩이 클라우드메이트 지분 95.71%를 인수하기로 한 건데, 취득 금액으론 150억원 규모입니다. 다음달... ",https://n.news.naver.com/mnews/article/138/0002169120?sid=004,인수합병
001680,대상,www.newsis.com,2024-03-18 11:20:00,"큐라티스 ""장년·노년 대상 결핵백신 임상1상 계획 승인""",대상으로 자사 결핵백신 후보물질 'QTP101'의 안전성을 평가하기 위한 임상 1상 시험계획(IND)을 식품의약품안전처에서 승인받았다고 18일 밝혔다. 이번 임상에서 결핵에 취약한 장년 및 노년(만 55~74세)의 건강한 대상자... ,https://n.news.naver.com/mnews/article/003/0012432948?sid=102,신약개발
170900,동아에스티,www.newsis.com,2024-03-18 08:48:00,"'국산신약 최다 개발' 동아에스티…""바이오 시밀러 도전""",국산 신약을 가장 많이 개발한 제약회사로 꼽히는 동아에스티가 이번엔 바이오시밀러(바이오의약품 복제약) 분야 성과가 기대된다. 18일 제약업계에 따르면 동아에스티는 미국과 유럽 등 글로벌 무대에 선보일... ,https://n.news.naver.com/mnews/article/003/0012432307?sid=102,신약개발
001720,신영증권,www.econovill.com,2024-03-18 15:22:00,"'신탁 강자' 신영증권, APEX결혼·출산 신탁 출시",신영증권이 자녀와 손자녀의 결혼과 출산 등을 축하하고 지원하고자 하는 고객들을 위하여 'APEX결혼·출산 신탁'을 출시했다고 18일 밝혔다. APEX결혼·출산 신탁은 결혼·출산 자금을 미리 준비하는 것 뿐만 아니라... ,https://www.econovill.com/news/articleView.html?idxno=649229,신제품출시
030190,NICE평가정보,www.newsis.com,2024-03-17 09:46:00,"NH농협은행, 신용점수 올리기·조기은퇴 진단 출시",농협은행에 따르면 전문 신용평가기관인 나이스(NICE)평가정보와 제휴한 신용점수 올리기는 별도의 자료제출 없이 마이데이터에 금융자산을 연결하면 신용점수를 올릴 수 있다. 조기은퇴진단 서비스는 조기은퇴... ,https://n.news.naver.com/mnews/article/003/0012431082?sid=101,신제품출시
378340,필에너지,www.asiaa.co.kr,2024-03-18 09:24:00,"그래비티 서울 판교, '필 다이내믹 위드 그래비티' 패키지 출시",31일까지 '필 다이내믹 위드 그래비티(Feel Dynamic with GRAVITY)' 패키지를 선보인다고 18일 밝혔다. 이번... '딜라이트 시그니처 타워'는 △제철 과일과 쁘띠 디저트를 기본으로 △에너지 부스팅 샐러드 △새우 시저 샐러드... ,http://www.asiaa.co.kr/news/articleView.html?idxno=163437,신제품출시
108860,셀바스AI,zdnet.co.kr,2024-03-18 16:47:00,"셀바스AI, 온디바이스AI 제품 출시 나선 이유는",셀바스AI가 전자책을 사람처럼 읽어주는 온디바이스 제품을 출시해 점차 커지고 있는 온디바이스AI 시장을 본격 공략한다. 셀바스AI는 웹소설 등 전자책을 사람 음성으로 읽는 AI 음성합성 제품 '셀비 딥TTS 온디바이스... ,https://n.news.naver.com/mnews/article/092/0002324882?sid=105,신제품출시
078340,컴투스,www.newsis.com,2024-03-18 18:06:00,"컴투스, 야구단 운영 게임 'OOTP 25' 글로벌 출시…25년 장수게임",컴투스는 글로벌 야구 매니지먼트 게임 '아웃 오브 더 파크 베이스볼(OOTP 베이스볼)'의 최신작을 글로벌 지역에 출시했다고 18일 밝혔다. 컴투스의 자회사 아웃 오브 더 파크 디벨롭먼츠가 개발하고 서비스하는 ‘OOTP... ,https://n.news.naver.com/mnews/article/003/0012434472?sid=105,신제품출시
078340,컴투스,www.inews24.com,2024-03-18 10:45:00,"컴투스홀딩스 엑스플라, 이스크라와 전략적 파트너십",컴투스홀딩스의 블록체인 메인넷 엑스플라(XPLA)는 웹3 블록체인 게임 플랫폼 이스크라와 전략적 파트너십을... 컴투스홀딩스는 두 프로젝트가 협력 관계를 구축함으로써 성공적인 웹3 경험을 공유하는 것은 물론 양측의... ,https://n.news.naver.com/mnews/article/031/0000821095?sid=105,파트너쉽
005180,빙그레,www.mk.co.kr,2024-03-18 11:04:00,"빙그레, ‘요플레 플레인 화이트 락토프리’ 출시",빙그레는 요플레의 맛과 영양에 소화까지 고려한 ‘요플레 플레인 화이트 락토프리’를 출시한다고 18일... 빙그레는 국내 호상(떠먹는) 발효유 시장에서 이번 신제품이 유당에 대한 불편함을 겪는 소비자는 물론... ,https://n.news.naver.com/mnews/article/009/0005273823?sid=103,신제품출시
034310,NICE,www.newsis.com,2024-03-17 09:46:00,"NH농협은행, 신용점수 올리기·조기은퇴 진단 출시",농협은행에 따르면 전문 신용평가기관인 나이스(NICE)평가정보와 제휴한 신용점수 올리기는 별도의 자료제출 없이 마이데이터에 금융자산을 연결하면 신용점수를 올릴 수 있다. 조기은퇴진단 서비스는 조기은퇴... ,https://n.news.naver.com/mnews/article/003/0012431082?sid=101,신제품출시
