종목코드,종목명,언론사URL,작성일자,제목,기사부분,네이버링크,카테고리
090430,아모레퍼시픽,www.dailian.co.kr,2024-03-14 16:56:00,"아모레퍼시픽 마몽드, '플로라 글로우 로즈 리퀴드 마스크' 출시","아모레퍼시픽의 마몽드는 신제품 ‘플로라 글로우 로즈 리퀴드 마스크’를 출시했다고 14일 밝혔다. 플로라 글로우 로즈 리퀴드 마스크는 스킨케어 첫 단계에 사용하는 마스크 제품으로, 일명 '4세대 아이돌 화잘먹... ",https://n.news.naver.com/mnews/article/119/0002809429?sid=101,신제품출시
000100,유한양행,www.womaneconomy.co.kr,2024-03-14 15:34:00,"유한양행, 속쓰림 해결하는 '윌로겔 더블액션' 대용량 출시","유한양행이 위산역류, 속쓰림, 위 내용물의 역류로 인한 소화불량을 빠르게 개선하는 일반의약품 '윌로겔 더블액션 현탁액' 12포를 출시한다고 14일 밝혔다. 유한양행에 따르면 윌로겔 더블액션 현탁액은 알긴산나트륨... ",https://www.womaneconomy.co.kr/news/articleView.html?idxno=221869,신제품출시
051900,LG생활건강,www.dailian.co.kr,2024-03-14 16:32:00,"LG생활건강, '비욘드 땡스에디션' 5종 출시",LG생활건강은 스킨 릴리프 뷰티 브랜드 비욘드에서 비동물성 원료를 사용하고 한국비건인증원에서 비건 인증을 획득한 ‘땡스에디션(Thanks Edition)’ 5종을 출시했다고 14일 밝혔다. 동물을 사랑하고 지구를 지켜나가는... ,https://n.news.naver.com/mnews/article/119/0002809422?sid=101,신제품출시
005940,NH투자증권,biz.chosun.com,2024-03-14 07:55:00,"NH증권 “위메이드, 신작 출시로 실적 성장 기대...목표가 상향”","NH투자증권은 위메이드에 대해 14일 올해 새로운 게임 출시가 예정돼 실적 성장이 기대된다고 분석했다. 투자의견 ‘매수’, 목표주가는 8만5000원을 제시했다. 안재민 연구원은 “블록체인 버전으로 출시한... ",https://n.news.naver.com/mnews/article/366/0000977657?sid=101,신제품출시
036460,한국가스공사,www.yna.co.kr,2024-03-14 15:31:00,"프로농구 한국가스공사, 대구 시티에디션 유니폼 출시",프로농구 대구 한국가스공사가 시티에디션 유니폼을 출시한다고 14일 밝혔다. 사진은 대구 한국가스공사의 시티에디션 유니폼. 2024.3.14 [한국가스공사 프로농구단 제공. 재판매 및 DB 금지],https://sports.news.naver.com/news.nhn?oid=001&aid=0014563759,신제품출시
004370,농심,www.fnnews.com,2024-03-14 16:32:00,"농심, 해외사업이 끌고 신제품이 밀고 사상최대 실적.. 작년 매출 3조4106억원","농심은 2023년 연결기준 매출액 3조 4106억원, 영업이익 2121억을 기록했다고 14일 공시했다. 전년 대비 매출액은 9.0%, 영업이익은 89.1% 증가한 수치다. 영업이익률은 6.2%를 기록했다. 농심은 세계적인 K-푸드 열풍을 타고... ",https://n.news.naver.com/mnews/article/014/0005156334?sid=101,인수합병
004370,농심,www.sedaily.com,2024-03-14 16:14:00,"""해외선 신라면, 국내선 신제품""…지난해 농심 사상 최대 실적",농심(004370)이 지난해 매출액과 영업이익 모두 사상 최대 실적을 거뒀다. 신라면을 중심으로 한 해외에서의 ‘K푸드’ 열풍과 국내 신제품 출시가 바탕이 된 결과다. 농심은 지난해 연결기준 3조 4106억원의 매출을... ,https://n.news.naver.com/mnews/article/011/0004313219?sid=101,신제품출시
112040,위메이드,www.news1.kr,2024-03-14 18:29:00,장현국 위메이드 대표 사임…위믹스 가격 18% 급락,위메이드에서 블록체인 사업을 이끌어온 장현국 위메이드 대표가 사임했다. 14일 위메이드는 박관호 의장 겸 창립자를 새 대표이사로 선임한다고 공시했다. 기존 장현국 대표는 사임한다. 그간 블록체인 사업을... ,https://n.news.naver.com/mnews/article/421/0007412439?sid=101,인수합병
067630,HLB생명과학,www.thebigdata.co.kr,2024-03-15 05:22:00,"HLB생명과학, 주가 급등…간암신약 美 FDA 승인 기대 '증폭'",HLB생명과학 주가가 시간외 매매에서 급등했다. 15일 한국거래소에 따르면 전일 시간외 매매에서 HLB생명과학 주가는 종가보다 2.28% 오른 1만9730원에 거래를 마쳤다. HLB생명과학의 시간외 거래량은 11만2976주이다.... ,http://www.thebigdata.co.kr/view.php?ud=202403150520264922cd1e7f0bdf_23,신약개발
328130,루닛,www.smedaily.co.kr,2024-03-14 11:32:00,"루닛 ""뉴질랜드 법원, 볼파라 인수 1차 승인""",사진/루닛 의료 인공지능(AI) 기업 루닛은 뉴질랜드 고등법원으로부터 '볼파라 헬스 테크놀로지' 인수 계획안에 대해 1차 승인을 획득했다고 14일 밝혔다. 뉴질랜드 법원의 승인 절차는 두 차례에 걸쳐 진행된다. 이번... ,http://www.smedaily.co.kr/news/articleView.html?idxno=284388,규제승인
007310,오뚜기,www.lkp.news,2024-03-14 13:14:00,"오뚜기, 국내 최초 과육의 원형을 살린 '프리저브 딸기쨈' 출시",사진=오뚜기 새콤달콤한 딸기가 제철을 맞았다. 풍부한 과즙과 높은 당도를 자랑하는 딸기는 그냥 먹어도... 1985년 국내 최초로 과육의 원형을 살린 프리저브 딸기쨈을 출시한 ㈜오뚜기는 신선한 국산 딸기를 사용한... ,http://www.lkp.news/news/articleView.html?idxno=45301,신제품출시
000080,하이트진로,daily.hankooki.com,2024-03-14 17:34:00,"[단독] 하이트진로, 도수 15.5도로 낮춘 진로골드 신제품 출시",진로25 사진=하이트진로 홈페이지 하이트진로가 저도화 행보를 이어간다. 소주 '참이슬 후레쉬'의 도수를 16도로 낮춘데 이어 소주 '진로골드'(진로25)의 도수를 15.5도로 낮춘 신제품을 선보인다. 14일 업계에 따르면... ,https://daily.hankooki.com/news/articleView.html?idxno=1062330,신제품출시
005300,롯데칠성,www.newsis.com,2024-03-14 08:54:00,"""칠성사이다 제로를 매실향으로"" 롯데칠성음료, 신제품 출시",롯데칠성음료가 칠성사이다 제로에 매실 향을 담은 '칠성사이다 제로 그린플럼'을 출시한다고 14일 밝혔다. 칠성사이다 제로 그린플럼은 매실 향을 더했고 제로 칼로리로 부담 없이 가볍게 즐길 수 있다. 패키지는 매실의... ,https://n.news.naver.com/mnews/article/003/0012425446?sid=101,신제품출시
280360,롯데웰푸드,www.whitepaper.co.kr,2024-03-14 09:34:00,"롯데웰푸드, '파스퇴르 본가 찰옥수수 가공유' 출시","화이트페이퍼, WHITEPAPER파스퇴르 본가 찰옥수수 제품 이미지(사진=롯데웰푸드) 롯데웰푸드는 담백하면서도 달달한 옥수수 풍미를 담은 '파스퇴르 본가 찰옥수수' 가공유를 출시했다고 14일 밝혔다. 파스퇴르는 가공유... ",http://www.whitepaper.co.kr/news/articleView.html?idxno=232612,신제품출시
047920,HLB제약,www.thebigdata.co.kr,2024-03-14 05:26:00,"HLB제약, 주가 급등…""간암신약 FDA 승인 확신한다""",HLB제약 주가가 시간외 매매에서 급등했다. 14일 한국거래소에 따르면 전일 시간외 매매에서 HLB제약 주가는 종가보다 2.12% 오른 2만8950원에 거래를 마쳤다. HLB제약의 시간외 거래량은 4만7152주이다. 간암 신약... ,http://www.thebigdata.co.kr/view.php?ud=2024031405241520cd1e7f0bdf_23,신약개발
003540,대신증권,www.yna.co.kr,2024-03-14 08:20:00,"대신증권 ""컴투스 신작 출시 2주 전…트레이딩 전략 권고""","대신증권은 신작 출시를 앞둔 컴투스에 대해 14일 ""출시 전 매도하는 트레이딩 전략을 권고한다""고 밝혔다. 컴투스는 오는 28일 올해 첫 신작인 스타시드 아스니아 트리거를 출시할 예정이다. 이지은 연구원은 ""신작 출시를... ",https://n.news.naver.com/mnews/article/001/0014561888?sid=101,신제품출시
003850,보령,www.sedaily.com,2024-03-14 17:46:00,"보령, 홍콩법인 해산 후 중국법인 인수…'겔포스' 직판 본격",보령이 홍콩법인을 해산하고 중국법인을 인수했다. 7년 전 중국 진출을 위해 홍콩법인으로 출자했다가... 14일 사업보고서 등에 따르면 보령은 홍콩법인의 종속회사였던 북경보령의약과기유한공사를 100% 인수했다.... ,https://n.news.naver.com/mnews/article/011/0004313279?sid=103,인수합병
020560,아시아나항공,news.heraldcorp.com,2024-03-14 18:19:00,[단독] 아시아나 화물 인수에 스카이레이크·파빌리온PE 도전장,아시아나항공 화물사업부 인수를 추진 중인 저비용항공사(LCC) 에어프레미아가 재무적투자자(FI)를 확보했다. 자금력을 보강하기 위해 복수의 파트너를 초청한 것으로 풀이된다. 14일 투자은행(IB)업계에 따르면... ,https://n.news.naver.com/mnews/article/016/0002280625?sid=101,인수합병
115450,HLB테라퓨틱스,www.thebigdata.co.kr,2024-03-14 04:28:00,"HLB테라퓨틱스, 주가 급등…""리보세라닙 FDA 신약승인 확신""",HLB테라퓨틱스 주가가 시간외 매매에서 급등했다. 14일 한국거래소에 따르면 전일 시간외 매매에서 HLB테라퓨틱스 주가는 종가보다 4.22% 오른 1만130원에 거래를 마쳤다. HLB테라퓨틱스의 시간외 거래량은... ,http://www.thebigdata.co.kr/view.php?ud=202403140427224930cd1e7f0bdf_23,신약개발
403550,쏘카,www.digitaltoday.co.kr,2024-03-14 06:44:00,"쏘카, B2B 시장 공략 확대...법인 차량 관리 솔루션 출시",쏘카FMS로 법인 차량 운행을 관리할 수 있다. [사진: 쏘카] 쏘카가 B2B 카셰어링 솔루션 사업에 진출한다. 국내 344만대 법인 차량 규모의 기업형 모빌리티 시장을 선점하겠다는 목표다. 쏘카가 차량 관제·관리 시스템... ,https://www.digitaltoday.co.kr/news/articleView.html?idxno=509416,신제품출시
136510,스마트솔루션즈,www.venturesquare.net,2024-03-14 11:00:00,"펀블·SGA솔루션즈, 올인원 STO 플랫폼 ‘스플릿’ 출시","더불어 ▲SGA솔루션즈의 블록체인 솔루션 ‘RootChain(루트체인)’을 적용한 글로벌 RWA 플랫폼 출시 ▲ 블록체인 기반 플랫폼의 인증 및 보안 고도화를 통한 스마트 컨트랙트 범용성 고도화 ▲ 클라우드, AI 등 차세대... ",https://www.venturesquare.net/917134,신제품출시
194480,데브시스터즈,www.greened.kr,2024-03-14 17:39:00,데브시스터즈 '쿠키런: 마녀의 성' 출시 목전… '쿠킹덤' 기세 잇는 '외전작'...,[이미지=데브시스터즈] 데브시스터즈의 신작 '쿠키런' IP 게임인 '쿠키런: 마녀의 성'의 출시가 하루 앞으로 다가왔다. 데브시스터즈가 다양한 차별점을 내세우고 있는 해당 게임을 통해 IP의 지평을 한 단계 넓힐 수 있을... ,https://www.greened.kr/news/articleView.html?idxno=312241,신제품출시
335890,비올,www.thebigdata.co.kr,2024-03-15 03:58:00,"비올, 주가 급등…ITC 합의에 '실펌X' 中 승인 임박",비올 주가가 시간외 매매에서 급등했다. 15일 한국거래소에 따르면 전일 시간외 매매에서 비올 주가는 종가보다 10% 상승한 1만340원에 거래를 마쳤다. 비올의 시간외 거래량은 128만1695주이다. 비올은... ,http://www.thebigdata.co.kr/view.php?ud=202403150355449500cd1e7f0bdf_23,파트너쉽
950210,프레스티지바이오파마,www.news1.kr,2024-03-14 15:37:00,"프레스티지바이오파마IDC, 세네릭스와 혁신 항체신약 공동 연구개발","프레스티지바이오파마IDC(Innovative Discovery Center, 이하 IDC)는 13일 국내 바이오기업 세네릭스와 혁신 항체신약 공동 연구개발을 시작하는 협약식을 체결했다고 14일 밝혔다. 이번 협약식은 고상석 IDC 대표와 김봉철... ",https://n.news.naver.com/mnews/article/421/0007411874?sid=103,신약개발
078340,컴투스,www.yna.co.kr,2024-03-14 08:20:00,"대신증권 ""컴투스 신작 출시 2주 전…트레이딩 전략 권고""","대신증권은 신작 출시를 앞둔 컴투스에 대해 14일 ""출시 전 매도하는 트레이딩 전략을 권고한다""고 밝혔다. 컴투스는 오는 28일 올해 첫 신작인 스타시드 아스니아 트리거를 출시할 예정이다. 이지은 연구원은 ""신작 출시를... ",https://n.news.naver.com/mnews/article/001/0014561888?sid=101,신제품출시
005180,빙그레,news.tf.co.kr,2024-03-14 15:43:00,"빙그레, '면역워터 제로' 출시…면역력 키우는 아연 담았다","당류 0g, 착색·보존료 무첨가 특징 빙그레는 면역력 향상 건강기능식품 '면역워터 제로'를 출시했다고 14일 밝혔다. 빙그레에 따르면 '면역워터 제로'는 정상적 면역기능에 도움을 주는 아연을 일상에서 간편하게 마실 수... ",https://n.news.naver.com/mnews/article/629/0000273617?sid=101,신제품출시
042000,카페24,www.enewstoday.co.kr,2024-03-14 16:01:00,"카페 만월경, 화이트데이 시즌 '슈크림' 신메뉴 4종 출시",카페 프랜차이즈 만월경이 화이트데이 시즌을 맞아 달콤한 '슈크림'을 활용한 신메뉴 4종을 출시한다고 14일... 만월경은 신메뉴 출시를 기념해 오는 18일부터 24일까지 공식 인스타그램 계정에서 이벤트를 진행한다. 이벤트... ,http://www.enewstoday.co.kr/news/articleView.html?idxno=2101951,신제품출시
095660,네오위즈,www.tgdaily.co.kr,2024-03-14 17:20:00,네오위즈 '디제이맥스 리스펙트V' DLC 출시,"네오위즈(대표 김승철, 배태근)는 14일 리듬게임 '디제이맥스 리스펙트V' 컬래버 DLC를 스팀에 출시했다고 밝혔다. 발매된 DLC에는 니혼팔콤이 서비스 중인 '이스' 시리즈와 '궤적' 시리즈에 활용된 총 10곡이... ",https://www.tgdaily.co.kr/news/articleView.html?idxno=331428,신제품출시
005610,SPC삼립,www.newsis.com,2024-03-14 09:26:00,SPC삼립 '고단백 닭가슴살바 마라맛' 출시,SPC삼립이 '고단백 닭가슴살바 마라맛'을 출시했다고 14일 밝혔다. 신제품 고단백 닭가슴살바 마라맛은 국내산 냉장 닭가슴살을 8시간 저온숙성해 촉촉하고 부드럽다. 달걀 1알의 단백질을 함유하고 있다. 기존에... ,https://n.news.naver.com/mnews/article/003/0012425543?sid=101,신제품출시
093050,LF,news.tf.co.kr,2024-03-14 14:23:00,"LF '닥스골프', 130주년 컬렉션 출시 기념 행사","매장서 130만원 이상 구매 고객, 선착순 와인 증정 LF는 골프웨어 브랜드 '닥스골프(DAKS GOLF)' 130주년 캡슐 컬렉션이 인기를 끌어 출시 기념 증정품 행사를 진행한다고 14일 밝혔다. LF에 따르면 닥스골프 130주년 캡슐... ",https://n.news.naver.com/mnews/article/629/0000273585?sid=101,신제품출시
004690,삼천리,www.newsis.com,2024-03-14 14:50:00,전기·MTB·로드·키즈…삼천리자전거 신제품 라인업 공개,삼천리자전거가 전기자전거 대중화 및 스포츠 사이클링 입문 라인업 강화에 초점을 맞춘 2024년 신제품 라인업을 14일 공개했다. 올해 삼천리자전거는 차세대 친환경 이동수단으로 각광받는 전기자전거 20종을 비롯해 MTB... ,https://n.news.naver.com/mnews/article/003/0012426890?sid=101,신제품출시
027360,아주IB투자,www.asiatime.co.kr,2024-03-14 15:50:00,"토스증권 ""WTS·미국 회사채·파생상품 등 신규 서비스 출시...IB 안 한다""","1분기도 아주 의미 있는 좋은 실적을 예상하고 내실을 다지고 있다""고 강조했다. 한편, 토스증권의 '주식 고수' 기능이 특정 종목 매수를 추전하며 불법 유사투자자문을 부추긴다는 논란에 대해 김규빈 토스증권... ",https://www.asiatime.co.kr/article/20240314500278,신제품출시
003580,HLB글로벌,www.smedaily.co.kr,2024-03-14 11:36:00,신약허가 될까…요동치는 HLB 주가,HLB에 따르면 리보세라닙 병용요법은 글로벌 임상 3상에서 환자의 간기능 정도(ALBI 1·2등급)에 무관하게 전체생존기간(mOS)과 무진행생존기간(mPFS)에서 일관된 치료효과를 입증했다. 이는 현재 표준치료제인 로슈의... ,http://www.smedaily.co.kr/news/articleView.html?idxno=284340,신약개발
058820,CMG제약,www.wowtv.co.kr,2024-03-14 09:58:00,"CMG제약 '차앤맘', '데일리 핏 비오틴&콜라겐 구미' 출시",CMG제약은 자사의 가족 피부건강 솔루션 '차앤맘(CHA&MOM)'이 이너뷰티 제품인 '데일리 핏 비오틴&콜라겐 구미' 신제품을 출시했다고 14일 밝혔다. '데일리 핏 비오틴&콜라겐 구미'는 차바이오그룹 전문가의 맞춤... ,https://n.news.naver.com/mnews/article/215/0001152813?sid=101,신제품출시
084110,휴온스글로벌,news.mt.co.kr,2024-03-14 15:50:00,"휴온스, 건기식 '전립선 사군자 프리미엄' 리뉴얼 출시","휴온스는 전립선 건강 개별인정형원료인 사군자추출분말을 함유한 '전립선 사군자' 출시 2년차를 맞아... 전립선 사군자 프리미엄은 제품 출시 반년 만에 글로벌파워 브랜드 대상과 IR52장영실상, 노벨사이언스... ",https://n.news.naver.com/mnews/article/008/0005011937?sid=101,신제품출시
005500,삼진제약,www.dailymedi.com,2024-03-14 13:08:00,"삼진제약, 알레르기 치료제 '알러진정' 출시","﻿﻿﻿ 삼진제약(대표 최용주)은 환절기를 맞아 졸음, 진정작용, 입 마름 등의 대표적 부작용을 크게 줄인 효과 빠른 알레르기 치료제, 일반의약품 '알러진정'을 출시했다고 지난 13일 밝혔다. 알레르기 비염은 꽃가루, 황사... ",https://www.dailymedi.com/news/news_view.php?wr_id=909518,신제품출시
005500,삼진제약,www.medisobizanews.com,2024-03-14 06:12:00,"치매 신약에 꽂힌 삼진제약, 관련기업에 대규모 '릴레이 투자'",삼진제약이 뇌질환 분야 대표 질환 중 하나인 치매약 개발에 대한 투자가 지속되고 있다. 글로벌 업체에서 치매신약을 개발해 시장에 내놓고 있지만 인구 고령화 등에 따라 여전히 블루오션으로 평가되고 있는 시장 중... ,http://www.medisobizanews.com/news/articleView.html?idxno=114609,신약개발
095720,웅진씽크빅,dealsite.co.kr,2024-03-14 11:22:00,"[오늘의 유통가] 해태아이스, 누가바 출시 50주년 기념 캠페인 공개 外","◆웅진씽크빅, '2024 미래내일 일경험 사업' 운영기관 선정 웅진씽크빅이 2024년 미래내일 일경험 지원사업의 일환으로 자사가 서비스하는 글로벌 교육 플랫폼 '유데미(Udemy)'에서 '프로젝트 캠프'를 실시한다고 14일... ",https://dealsite.co.kr/articles/119522,신제품출시
226950,올릭스,www.edaily.co.kr,2024-03-14 09:11:00,무주공산 33조 MASH 시장을 선점하라[MASH 신약 개발전上],일제히 MASH 적응증 확대 승인을 위한 임상 2상 이상 단계에 올라 있다. 이외에도 독일 베링거인겔하임과 국내 올릭스(226950) 등 MASH 관련 유전자 발현을 조절하는 유전자 치료 신약 개발에 첫걸음을 내딛고 있다.,https://n.news.naver.com/mnews/article/018/0005691808?sid=105,신약개발
000020,동화약품,www.newsis.com,2024-03-14 09:35:00,"동화약품, '향기 가미' 다한증치료제 출시…""땀분비 억제""","제약기업 동화약품은 땀 분비 억제 효과는 물론 은은한 파우더리 머스크향을 첨가한 다한증 치료제 일반의약품 '드라이언액'을 출시했다고 14일 밝혔다. 겨드랑이, 손, 발 다한증(땀과다증) 치료에 사용하는 드라이언액은... ",https://n.news.naver.com/mnews/article/003/0012425563?sid=102,신제품출시
000020,동화약품,www.edaily.co.kr,2024-03-14 10:27:00,"동화약품, 향을 더한 다한증 치료제 '드라이언액' 출시","동화약품(000020)은 땀 분비 억제 효과는 물론 은은한 파우더리 머스크향을 첨가해 상쾌함까지 더한 다한증 치료제 ‘드라이언액’을 출시했다고 14일 밝혔다. 겨드랑이, 손, 발 다한증(땀과다증) 치료에 사용하는... ",https://n.news.naver.com/mnews/article/018/0005691928?sid=101,신약개발
038290,마크로젠,www.econonews.co.kr,2024-03-14 16:52:00,"GS25-마크로젠, 유전자검사 연계 서비스 출시",기업 마크로젠과 손잡고 업계 최초로 유전자검사 연계 서비스 상품을 정식 출시했다고 14일 밝혔다. GS25가 이번에 선보인 유전자검사 연계 서비스 상품은 마크로젠이 운영하는 건강관리 플랫폼 젠톡의 '올(All)... ,http://www.econonews.co.kr/news/articleView.html?idxno=330513,신제품출시
318020,포인트모바일,www.hansbiz.co.kr,2024-03-14 09:10:00,"한국GM, '레드 포인트' 살린 신형 트랙스 크로스오버 출시...가격 동결","이번 모델에는 레드컬러가 포인트된 스페셜 에디션 트림이 추가됐으며 온스타 서비스가 최초... 온스타는 모바일 앱을 통해 시동, 도어잠금, 경적·비상등의 원격 제어와 차량 상태 정보, 차량 진단 기능 등... ",http://www.hansbiz.co.kr/news/articleView.html?idxno=684300,신제품출시
321820,와이더플래닛,www.news1.kr,2024-03-14 06:06:00,"'재벌집' 성공 후 빌빌대던 제작사, 이정재 인수 소식에 '2연상'",제3자배정 대상자는 △와이더플래닛(321820)(181만2688주) △배우 이정재(50만3524주) △박인규 위지윅스튜디오(299900) 대표(50만3524주) △케이컬쳐 제1호조합(10만704주) 등이다. 신주 발행가액은 보통주 9930원이다.... ,https://n.news.naver.com/mnews/article/421/0007409679?sid=101,인수합병
019680,대교,www.newsis.com,2024-03-14 09:17:00,"""어르신을 건강하게""…대교뉴이프, 시니어 신체케어 출시","대교뉴이프는 시니어 신체케어 서비스와 프리미엄 방문재활운동 서비스를 출시한다고 14일 밝혔다. 신체케어... 대교뉴이프 관계자는 ""신체적 기능 예방과 질환 발병 시 기능 회복을 위한 관리를 통해 어르신들의 일상을... ",https://n.news.naver.com/mnews/article/003/0012425504?sid=101,신제품출시
143240,사람인,zdnet.co.kr,2024-03-14 08:41:00,"사람인 인재풀, AI가 추천하는 ‘인재 추천 구독 서비스’ 출시",커리어 플랫폼 사람인(대표 김용환)의 대표적인 채용 서비스 ‘인재풀’이 원하는 조건의 인재를 매주 추천... 사람인 인재풀은 프로필을 공개한 인재를 대상으로 기업이나 헤드헌터가 직접 검색해 이직제안을 할 수... ,https://n.news.naver.com/mnews/article/092/0002324429?sid=105,신제품출시
090350,노루페인트,www.edaily.co.kr,2024-03-14 11:07:00,"노루페인트, 아파트 재도장 3D시뮬레이션 서비스 출시",노루페인트가 아파트 재도장 시즌을 맞아 ‘3D시뮬레이션 서비스’ 론칭을 통해 원스톱 컨설팅을 강화한다고 14일 밝혔다. 노루페인트 원스톱 컨설팅 서비스는 현장 기초자료 검토 및 고객 요구사항을 체크 후 컬러와... ,https://n.news.naver.com/mnews/article/018/0005691983?sid=101,신제품출시
194700,노바렉스,www.thebell.co.kr,2024-03-14 08:32:00,"[더벨][매니저 프로파일/라플라스파트너스]'바이오 투자 귀재' 한인수 대표, ...","◇트랙레코드 1: 첫 투자기업 '노바렉스', 현장서 뛰는 심사역을 만들다 렉스진바이오텍(현재 노바렉스)은 한 대표가 무한기술투자에서 처음으로 투자한 기업이다. 당시 노바렉스 공장에 방문한 한 대표는 건강기능식품... ",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202403111724117640107463,신약개발
439580,블루엠텍,www.ajunews.com,2024-03-14 11:32:00,"[골프 단신] 클리브랜드, 女 웨지·치퍼 출시…타이틀리스트는 보키 SM10 웨지...","◆ 블루엠텍, 안소현·전예성 서브 후원 블루엠텍(대표 김현수)이 안소현과 전예성을 후원한다. 이들은 블루엠텍 로고를 옷깃에 새기고 한국여자프로골프협회(KLPGA) 대회에 출전한다. 안소현은 ""블루엠텍과 함께 정규... ",https://www.ajunews.com/view/20240314110014232,신제품출시
